22;23;1
10;11;1
23;3;2
5;6;2
18;19;2
21;20;4
8;9;4
4;5;4
14;16;5
15;16;5
23;4;5
17;19;6
7;8;6
18;20;6
16;17;8
20;22;9
13;14;9
12;13;11
7;18;11
9;10;15
Cost: 116
Number of edges: 20
Time of execution: 2
 ms
